Year,Region,Indicator,Characteristic,Age,Cases,Rate,RSE,LowerConfidenceInterval,UpperConfidenceInterval,Denominator
2003-2005,ACT,Caesarean section rates by country of birth of mother,Sub-Saharan Africa,0 to 85+,39,32,13.2,23.7,40.2,122
2006-2008,ACT,Caesarean section rates by country of birth of mother,Australia,0 to 85+,"2,979",27.7,1.6,26.9,28.6,"10,751"
2006-2008,ACT,Caesarean section rates by country of birth of mother,Other Oceania and Antarctica,0 to 85+,105,31.7,8.1,26.7,36.7,331
2006-2008,ACT,Caesarean section rates by country of birth of mother,Europe,0 to 85+,194,28.4,6.1,25,31.7,684
2006-2008,ACT,Caesarean section rates by country of birth of mother,North Africa and the Middle East,0 to 85+,43,22.5,13.4,16.6,28.4,191
2006-2008,ACT,Caesarean section rates by country of birth of mother,Asia,0 to 85+,430,31.2,4,28.8,33.7,"1,377"
2006-2008,ACT,Caesarean section rates by country of birth of mother,America,0 to 85+,72,29,9.9,23.4,34.7,248
2006-2008,ACT,Caesarean section rates by country of birth of mother,Sub-Saharan Africa,0 to 85+,60,40.5,10,32.6,48.4,148
2009-2011,ACT,Caesarean section rates by country of birth of mother,Australia,0 to 85+,"3,086",28.9,1.5,28.1,29.8,"10,669"
2009-2011,ACT,Caesarean section rates by country of birth of mother,Other Oceania and Antarctica,0 to 85+,74,26.4,10,21.3,31.6,280
2009-2011,ACT,Caesarean section rates by country of birth of mother,Europe,0 to 85+,180,26.4,6.4,23.1,29.7,681
2009-2011,ACT,Caesarean section rates by country of birth of mother,North Africa and the Middle East,0 to 85+,100,28.7,8.4,24,33.5,348
2009-2011,ACT,Caesarean section rates by country of birth of mother,Asia,0 to 85+,669,34.1,3.1,32,36.2,"1,960"
2009-2011,ACT,Caesarean section rates by country of birth of mother,America,0 to 85+,96,31.1,8.5,25.9,36.2,309
2009-2011,ACT,Caesarean section rates by country of birth of mother,Sub-Saharan Africa,0 to 85+,86,39.8,8.4,33.3,46.3,216
2012-2014,ACT,Caesarean section rates by country of birth of mother,Australia,0 to 85+,"3,339",30.9,1.4,30,31.7,"10,822"
2012-2014,ACT,Caesarean section rates by country of birth of mother,Other Oceania and Antarctica,0 to 85+,89,27.4,9,22.5,32.2,325
2012-2014,ACT,Caesarean section rates by country of birth of mother,Europe,0 to 85+,237,31.5,5.4,28.2,34.8,752
2012-2014,ACT,Caesarean section rates by country of birth of mother,North Africa and the Middle East,0 to 85+,129,30.1,7.4,25.7,34.4,429
2012-2014,ACT,Caesarean section rates by country of birth of mother,Asia,0 to 85+,"1,037",35.1,2.5,33.4,36.8,"2,953"
2012-2014,ACT,Caesarean section rates by country of birth of mother,America,0 to 85+,125,38.9,7,33.6,44.3,321
2012-2014,ACT,Caesarean section rates by country of birth of mother,Sub-Saharan Africa,0 to 85+,119,41.8,7,36,47.5,285
2015-2017,ACT,Caesarean section rates by country of birth of mother,Australia,0 to 85+,"3,245",30.6,1.5,29.7,31.5,"10,606"
2015-2017,ACT,Caesarean section rates by country of birth of mother,Other Oceania and Antarctica,0 to 85+,97,29.1,8.5,24.2,34,333
2015-2017,ACT,Caesarean section rates by country of birth of mother,Europe,0 to 85+,228,31,5.5,27.7,34.4,735
2015-2017,ACT,Caesarean section rates by country of birth of mother,North Africa and the Middle East,0 to 85+,133,29.4,7.3,25.2,33.6,453
2015-2017,ACT,Caesarean section rates by country of birth of mother,Asia,0 to 85+,"1,216",35.1,2.3,33.5,36.7,"3,466"
2015-2017,ACT,Caesarean section rates by country of birth of mother,America,0 to 85+,138,34.8,6.9,30.1,39.4,397
2015-2017,ACT,Caesarean section rates by country of birth of mother,Sub-Saharan Africa,0 to 85+,130,39.9,6.8,34.6,45.2,326
2018-2020,ACT,Caesarean section rates by country of birth of mother,Australia,0 to 85+,"3,258",33.8,1.4,32.9,34.8,"9,636"
2018-2020,ACT,Caesarean section rates by country of birth of mother,Other Oceania and Antarctica,0 to 85+,99,33.8,8.2,28.4,39.2,293
2018-2020,ACT,Caesarean section rates by country of birth of mother,Europe,0 to 85+,210,32.6,5.7,29,36.2,644
2018-2020,ACT,Caesarean section rates by country of birth of mother,North Africa and the Middle East,0 to 85+,149,34.3,6.6,29.8,38.7,435
2018-2020,ACT,Caesarean section rates by country of birth of mother,Asia,0 to 85+,"1,453",38.6,2.1,37.1,40.2,"3,762"
2018-2020,ACT,Caesarean section rates by country of birth of mother,America,0 to 85+,141,37.8,6.6,32.9,42.7,373
2018-2020,ACT,Caesarean section rates by country of birth of mother,Sub-Saharan Africa,0 to 85+,133,36.1,6.9,31.2,41,368
2001,ACT,Women who had a caesarean section by age,,15 to 24,93,11,9.8,8.9,13.1,845
2001,ACT,Women who had a caesarean section by age,,25 to 29,220,26,5.8,23.1,29,845
2001,ACT,Women who had a caesarean section by age,,30 to 34,317,37.5,4.4,34.2,40.8,845
2001,ACT,Women who had a caesarean section by age,,35 to 39,180,21.3,6.6,18.5,24.1,845
2001,ACT,Women who had a caesarean section by age,,40+,35,4.1,16.5,2.8,5.5,845
2002,ACT,Women who had a caesarean section by age,,15 to 24,71,7.6,11.4,5.9,9.3,932
2002,ACT,Women who had a caesarean section by age,,25 to 29,247,26.5,5.5,23.7,29.3,932
2002,ACT,Women who had a caesarean section by age,,30 to 34,354,38,4.2,34.9,41.1,932
2002,ACT,Women who had a caesarean section by age,,35 to 39,200,21.5,6.3,18.8,24.1,932
2002,ACT,Women who had a caesarean section by age,,40+,60,6.4,12.5,4.9,8,932
2003,ACT,Women who had a caesarean section by age,,15 to 24,82,8.2,10.6,6.5,9.9,998
2003,ACT,Women who had a caesarean section by age,,25 to 29,256,25.7,5.4,22.9,28.4,998
2003,ACT,Women who had a caesarean section by age,,30 to 34,392,39.3,3.9,36.2,42.3,998
2003,ACT,Women who had a caesarean section by age,,35 to 39,211,21.1,6.1,18.6,23.7,998
2003,ACT,Women who had a caesarean section by age,,40+,57,5.7,12.9,4.3,7.2,998
2004,ACT,Women who had a caesarean section by age,,15 to 24,85,8.1,10.4,6.5,9.8,"1,045"
2004,ACT,Women who had a caesarean section by age,,25 to 29,241,23.1,5.7,20.5,25.6,"1,045"
2004,ACT,Women who had a caesarean section by age,,30 to 34,413,39.5,3.8,36.6,42.5,"1,045"
2004,ACT,Women who had a caesarean section by age,,35 to 39,240,23,5.7,20.4,25.5,"1,045"
2004,ACT,Women who had a caesarean section by age,,40+,66,6.3,11.9,4.8,7.8,"1,045"
2005,ACT,Women who had a caesarean section by age,,15 to 24,87,7.4,10.3,5.9,8.9,"1,174"
2005,ACT,Women who had a caesarean section by age,,25 to 29,273,23.3,5.3,20.8,25.7,"1,174"
2005,ACT,Women who had a caesarean section by age,,30 to 34,440,37.5,3.8,34.7,40.2,"1,174"
2005,ACT,Women who had a caesarean section by age,,35 to 39,307,26.1,4.9,23.6,28.7,"1,174"
2005,ACT,Women who had a caesarean section by age,,40+,67,5.7,11.9,4.4,7,"1,174"
2006,ACT,Women who had a caesarean section by age,,15 to 24,99,7.7,9.7,6.2,9.1,"1,293"
2006,ACT,Women who had a caesarean section by age,,25 to 29,295,22.8,5.1,20.5,25.1,"1,293"
2006,ACT,Women who had a caesarean section by age,,30 to 34,512,39.6,3.4,36.9,42.3,"1,293"
2006,ACT,Women who had a caesarean section by age,,35 to 39,322,24.9,4.8,22.6,27.3,"1,293"
2006,ACT,Women who had a caesarean section by age,,40+,65,5,12.1,3.8,6.2,"1,293"
2007,ACT,Women who had a caesarean section by age,,15 to 24,104,8.3,9.4,6.8,9.9,"1,249"
2007,ACT,Women who had a caesarean section by age,,25 to 29,301,24.1,5,21.7,26.5,"1,249"
2007,ACT,Women who had a caesarean section by age,,30 to 34,465,37.2,3.7,34.6,39.9,"1,249"
2007,ACT,Women who had a caesarean section by age,,35 to 39,310,24.8,4.9,22.4,27.2,"1,249"
2007,ACT,Women who had a caesarean section by age,,40+,69,5.5,11.7,4.3,6.8,"1,249"
2008,ACT,Women who had a caesarean section by age,,15 to 24,96,7.1,9.8,5.8,8.5,"1,345"
2008,ACT,Women who had a caesarean section by age,,25 to 29,292,21.7,5.2,19.5,23.9,"1,345"
2008,ACT,Women who had a caesarean section by age,,30 to 34,483,35.9,3.6,33.4,38.5,"1,345"
2008,ACT,Women who had a caesarean section by age,,35 to 39,380,28.3,4.3,25.8,30.7,"1,345"
2008,ACT,Women who had a caesarean section by age,,40+,94,7,9.9,5.6,8.4,"1,345"
2009,ACT,Women who had a caesarean section by age,,15 to 24,111,8.6,9.1,7,10.1,"1,297"
2009,ACT,Women who had a caesarean section by age,,25 to 29,285,22,5.2,19.7,24.2,"1,297"
2009,ACT,Women who had a caesarean section by age,,30 to 34,485,37.4,3.6,34.8,40,"1,297"
2009,ACT,Women who had a caesarean section by age,,35 to 39,329,25.4,4.8,23,27.7,"1,297"
2009,ACT,Women who had a caesarean section by age,,40+,87,6.7,10.4,5.4,8.1,"1,297"
2010,ACT,Women who had a caesarean section by age,,15 to 24,108,7.3,9.3,6,8.6,"1,476"
2010,ACT,Women who had a caesarean section by age,,25 to 29,317,21.5,5,19.4,23.6,"1,476"
2010,ACT,Women who had a caesarean section by age,,30 to 34,534,36.2,3.5,33.7,38.6,"1,476"
2010,ACT,Women who had a caesarean section by age,,35 to 39,418,28.3,4.1,26,30.6,"1,476"
2010,ACT,Women who had a caesarean section by age,,40+,99,6.7,9.7,5.4,8,"1,476"
2011,ACT,Women who had a caesarean section by age,,15 to 24,118,7.8,8.8,6.4,9.1,"1,521"
2011,ACT,Women who had a caesarean section by age,,25 to 29,370,24.3,4.5,22.2,26.5,"1,521"
2011,ACT,Women who had a caesarean section by age,,30 to 34,540,35.5,3.5,33.1,37.9,"1,521"
2011,ACT,Women who had a caesarean section by age,,35 to 39,387,25.4,4.4,23.2,27.6,"1,521"
2011,ACT,Women who had a caesarean section by age,,40+,106,7,9.4,5.7,8.2,"1,521"
2012,ACT,Women who had a caesarean section by age,,15 to 24,124,7.5,8.6,6.2,8.8,"1,647"
2012,ACT,Women who had a caesarean section by age,,25 to 29,394,23.9,4.4,21.9,26,"1,647"
2012,ACT,Women who had a caesarean section by age,,30 to 34,623,37.8,3.2,35.5,40.2,"1,647"
2012,ACT,Women who had a caesarean section by age,,35 to 39,377,22.9,4.5,20.9,24.9,"1,647"
2012,ACT,Women who had a caesarean section by age,,40+,129,7.8,8.5,6.5,9.1,"1,647"
2013,ACT,Women who had a caesarean section by age,,15 to 24,94,5.6,10,4.5,6.6,"1,691"
2013,ACT,Women who had a caesarean section by age,,25 to 29,401,23.7,4.4,21.7,25.7,"1,691"
2013,ACT,Women who had a caesarean section by age,,30 to 34,645,38.1,3.1,35.8,40.5,"1,691"
2013,ACT,Women who had a caesarean section by age,,35 to 39,433,25.6,4.1,23.5,27.7,"1,691"
2013,ACT,Women who had a caesarean section by age,,40+,118,7,8.9,5.8,8.2,"1,691"
2014,ACT,Women who had a caesarean section by age,,15 to 24,119,6.8,8.8,5.7,8,"1,738"
2014,ACT,Women who had a caesarean section by age,,25 to 29,405,23.3,4.4,21.3,25.3,"1,738"
2014,ACT,Women who had a caesarean section by age,,30 to 34,698,40.2,2.9,37.9,42.5,"1,738"
2014,ACT,Women who had a caesarean section by age,,35 to 39,406,23.4,4.3,21.4,25.4,"1,738"
2014,ACT,Women who had a caesarean section by age,,40+,110,6.3,9.2,5.2,7.5,"1,738"
2015,ACT,Women who had a caesarean section by age,,15 to 24,100,5.8,9.7,4.7,6.9,"1,729"
2015,ACT,Women who had a caesarean section by age,,25 to 29,375,21.7,4.6,19.8,23.6,"1,729"
2015,ACT,Women who had a caesarean section by age,,30 to 34,684,39.6,3,37.3,41.9,"1,729"
2015,ACT,Women who had a caesarean section by age,,35 to 39,433,25,4.2,23,27.1,"1,729"
2015,ACT,Women who had a caesarean section by age,,40+,137,7.9,8.2,6.6,9.2,"1,729"
2016,ACT,Women who had a caesarean section by age,,15 to 24,96,5.5,9.9,4.4,6.6,"1,751"
2016,ACT,Women who had a caesarean section by age,,25 to 29,360,20.6,4.7,18.7,22.4,"1,751"
2016,ACT,Women who had a caesarean section by age,,30 to 34,715,40.8,2.9,38.5,43.1,"1,751"
2016,ACT,Women who had a caesarean section by age,,35 to 39,452,25.8,4.1,23.8,27.9,"1,751"
2016,ACT,Women who had a caesarean section by age,,40+,128,7.3,8.5,6.1,8.5,"1,751"
2017,ACT,Women who had a caesarean section by age,,15 to 24,88,5.1,10.4,4.1,6.2,"1,709"
2017,ACT,Women who had a caesarean section by age,,25 to 29,329,19.3,5,17.4,21.1,"1,709"
2017,ACT,Women who had a caesarean section by age,,30 to 34,710,41.5,2.9,39.2,43.9,"1,709"
2017,ACT,Women who had a caesarean section by age,,35 to 39,472,27.6,3.9,25.5,29.7,"1,709"
2017,ACT,Women who had a caesarean section by age,,40+,110,6.4,9.2,5.3,7.6,"1,709"
2018,ACT,Women who had a caesarean section by age,,15 to 24,92,5.4,10.1,4.3,6.5,"1,705"
2018,ACT,Women who had a caesarean section by age,,25 to 29,343,20.1,4.8,18.2,22,"1,705"
2018,ACT,Women who had a caesarean section by age,,30 to 34,671,39.4,3,37,41.7,"1,705"
2018,ACT,Women who had a caesarean section by age,,35 to 39,472,27.7,3.9,25.6,29.8,"1,705"
2018,ACT,Women who had a caesarean section by age,,40+,127,7.4,8.5,6.2,8.7,"1,705"
2019,ACT,Women who had a caesarean section by age,,15 to 24,78,4.3,11.1,3.4,5.2,"1,819"
2019,ACT,Women who had a caesarean section by age,,25 to 29,371,20.4,4.6,18.5,22.2,"1,819"
2019,ACT,Women who had a caesarean section by age,,30 to 34,734,40.4,2.9,38.1,42.6,"1,819"
2019,ACT,Women who had a caesarean section by age,,35 to 39,500,27.5,3.8,25.4,29.5,"1,819"
2019,ACT,Women who had a caesarean section by age,,40+,136,7.5,8.2,6.3,8.7,"1,819"
2020,ACT,Women who had a caesarean section by age,,15 to 24,98,5.1,9.8,4.1,6.1,"1,921"
2020,ACT,Women who had a caesarean section by age,,25 to 29,383,19.9,4.6,18.2,21.7,"1,921"
2020,ACT,Women who had a caesarean section by age,,30 to 34,765,39.8,2.8,37.6,42,"1,921"
2020,ACT,Women who had a caesarean section by age,,35 to 39,527,27.4,3.7,25.4,29.4,"1,921"
2020,ACT,Women who had a caesarean section by age,,40+,148,7.7,7.9,6.5,8.9,"1,921"
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Public,15 to 24,217,85.4,2.6,81.1,89.8,254
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Public,25 to 29,477,61.9,2.8,58.5,65.4,770
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Public,30 to 34,563,45.2,3.1,42.5,48,"1,245"
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Public,35 to 39,291,38.4,4.6,34.9,41.8,758
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Public,40+,75,39.5,9,32.5,46.4,190
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Public,15 to 24,260,87,2.2,83.1,90.8,299
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Public,25 to 29,533,60,2.7,56.8,63.2,888
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Public,30 to 34,642,44,3,41.4,46.5,"1,460"
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Public,35 to 39,378,37.4,4.1,34.4,40.3,"1,012"
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Public,40+,78,34.2,9.2,28,40.4,228
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Public,15 to 24,301,89.6,1.9,86.3,92.8,336
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Public,25 to 29,686,70.6,2.1,67.7,73.4,972
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Public,30 to 34,762,49,2.6,46.5,51.5,"1,555"
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Public,35 to 39,507,44.8,3.3,41.9,47.7,"1,132"
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Public,40+,123,42.1,6.9,36.5,47.8,292
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Public,15 to 24,316,93.8,1.4,91.2,96.4,337
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Public,25 to 29,910,75.8,1.6,73.4,78.3,"1,200"
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Public,30 to 34,"1,176",59.8,1.8,57.6,62,"1,966"
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Public,35 to 39,623,51.2,2.8,48.4,54,"1,216"
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Public,40+,177,49.6,5.3,44.4,54.8,357
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Public,15 to 24,264,93,1.6,90,95.9,284
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Public,25 to 29,825,77.5,1.7,75,80,"1,064"
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Public,30 to 34,"1,358",64.4,1.6,62.4,66.4,"2,109"
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Public,35 to 39,803,59.2,2.3,56.6,61.8,"1,357"
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Public,40+,192,51.2,5,46.1,56.3,375
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Public,15 to 24,246,91.8,1.8,88.5,95.1,268
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Public,25 to 29,885,80.7,1.5,78.3,83,"1,097"
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Public,30 to 34,"1,499",69.1,1.4,67.1,71,"2,170"
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Public,35 to 39,915,61,2.1,58.6,63.5,"1,499"
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Public,40+,233,56.7,4.3,51.9,61.5,411
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Private,15 to 24,37,14.6,15.2,10.2,18.9,254
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Private,25 to 29,293,38.1,4.6,34.6,41.5,770
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Private,30 to 34,682,54.8,2.6,52,57.5,"1,245"
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Private,35 to 39,467,61.6,2.9,58.2,65.1,758
2003-2005,ACT,Women who had a caesarean section by patient election status and age,Private,40+,115,60.5,5.9,53.6,67.5,190
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Private,15 to 24,39,13,14.9,9.2,16.9,299
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Private,25 to 29,355,40,4.1,36.8,43.2,888
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Private,30 to 34,818,56,2.3,53.5,58.6,"1,460"
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Private,35 to 39,634,62.6,2.4,59.7,65.6,"1,012"
2006-2008,ACT,Women who had a caesarean section by patient election status and age,Private,40+,150,65.8,4.8,59.6,72,228
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Private,15 to 24,35,10.4,16,7.2,13.7,336
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Private,25 to 29,286,29.4,5,26.6,32.3,972
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Private,30 to 34,793,51,2.5,48.5,53.5,"1,555"
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Private,35 to 39,625,55.2,2.7,52.3,58.1,"1,132"
2009-2011,ACT,Women who had a caesarean section by patient election status and age,Private,40+,169,57.9,5,52.2,63.5,292
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Private,15 to 24,21,6.2,21.1,3.6,8.8,337
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Private,25 to 29,290,24.2,5.1,21.7,26.6,"1,200"
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Private,30 to 34,790,40.2,2.8,38,42.4,"1,966"
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Private,35 to 39,593,48.8,2.9,46,51.6,"1,216"
2012-2014,ACT,Women who had a caesarean section by patient election status and age,Private,40+,180,50.4,5.2,45.2,55.6,357
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Private,15 to 24,20,7,21.6,4.1,10,284
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Private,25 to 29,239,22.5,5.7,20,25,"1,064"
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Private,30 to 34,751,35.6,2.9,33.6,37.6,"2,109"
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Private,35 to 39,554,40.8,3.3,38.2,43.4,"1,357"
2015-2017,ACT,Women who had a caesarean section by patient election status and age,Private,40+,183,48.8,5.3,43.7,53.9,375
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Private,15 to 24,22,8.2,20.4,4.9,11.5,268
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Private,25 to 29,212,19.3,6.2,17,21.7,"1,097"
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Private,30 to 34,671,30.9,3.2,29,32.9,"2,170"
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Private,35 to 39,584,39,3.2,36.5,41.4,"1,499"
2018-2020,ACT,Women who had a caesarean section by patient election status and age,Private,40+,178,43.3,5.6,38.5,48.1,411
2001,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,459,54.3,3.2,51,57.7,845
2001,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,386,45.7,3.8,42.3,49,845
2002,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,457,49,3.3,45.8,52.2,932
2002,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,475,51,3.2,47.8,54.2,932
2003,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,521,52.2,3,49.1,55.3,998
2003,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,477,47.8,3.3,44.7,50.9,998
2004,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,534,51.1,3,48.1,54.1,"1,045"
2004,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,511,48.9,3.2,45.9,51.9,"1,045"
2005,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,568,48.4,3,45.5,51.2,"1,174"
2005,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,606,51.6,2.8,48.8,54.5,"1,174"
2006,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,639,49.4,2.8,46.7,52.2,"1,293"
2006,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,654,50.6,2.7,47.8,53.3,"1,293"
2007,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,601,48.1,2.9,45.4,50.9,"1,249"
2007,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,648,51.9,2.7,49.1,54.6,"1,249"
2008,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,651,48.4,2.8,45.7,51.1,"1,345"
2008,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,694,51.6,2.6,48.9,54.3,"1,345"
2009,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,668,51.5,2.7,48.8,54.2,"1,297"
2009,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,629,48.5,2.9,45.8,51.2,"1,297"
2010,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,800,54.4,2.4,51.9,57,"1,470"
2010,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,670,45.6,2.9,43,48.1,"1,470"
2011,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,911,59.9,2.1,57.5,62.4,"1,520"
2011,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,609,40.1,3.1,37.6,42.5,"1,520"
2012,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,995,60.4,2,58,62.8,"1,647"
2012,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,652,39.6,3,37.2,42,"1,647"
2013,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,"1,067",63.1,1.9,60.8,65.4,"1,691"
2013,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,624,36.9,3.2,34.6,39.2,"1,691"
2014,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,"1,140",65.6,1.7,63.4,67.8,"1,738"
2014,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,598,34.4,3.3,32.2,36.6,"1,738"
2015,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,"1,149",66.5,1.7,64.2,68.7,"1,729"
2015,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,580,33.5,3.4,31.3,35.8,"1,729"
2016,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,"1,140",65.1,1.7,62.9,67.3,"1,751"
2016,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,611,34.9,3.3,32.7,37.1,"1,751"
2017,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,"1,153",67.5,1.7,65.2,69.7,"1,709"
2017,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,556,32.5,3.5,30.3,34.8,"1,709"
2018,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,"1,172",68.7,1.6,66.5,70.9,"1,705"
2018,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,533,31.3,3.6,29.1,33.5,"1,705"
2019,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,"1,247",68.6,1.6,66.4,70.7,"1,819"
2019,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,572,31.4,3.5,29.3,33.6,"1,819"
2020,ACT,Women who had a caesarean section by patient election status,Public,0 to 85+,"1,359",70.7,1.5,68.7,72.8,"1,921"
2020,ACT,Women who had a caesarean section by patient election status,Private,0 to 85+,562,29.3,3.5,27.2,31.3,"1,921"
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 01,0 to 85+,539,14.7,4,13.6,15.8,"3,666"
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 02,0 to 85+,764,45.7,2.7,43.4,48.1,"1,670"
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 03,0 to 85+,84,2.3,10.8,1.8,2.8,"3,614"
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 04,0 to 85+,277,21.6,5.3,19.3,23.8,"1,284"
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 05,0 to 85+,"1,168",77.3,1.4,75.2,79.4,"1,511"
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 06,0 to 85+,276,92,1.7,88.9,95.1,300
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 07,0 to 85+,207,88.8,2.3,84.8,92.9,233
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 08,0 to 85+,160,63.5,4.8,57.6,69.4,252
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 09,0 to 85+,57,75,6.6,65.3,84.7,76
2006-2008,ACT,Women who had a caesarean section by Robson's classification,Group 10,0 to 85+,194,29.8,6,26.3,33.3,651
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 01,0 to 85+,639,16.8,3.6,15.6,17.9,"3,813"
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 02,0 to 85+,935,50,2.3,47.8,52.3,"1,869"
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 03,0 to 85+,89,2.9,10.4,2.3,3.5,"3,085"
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 04,0 to 85+,241,22.3,5.7,19.8,24.8,"1,079"
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 05,0 to 85+,"1,233",80.6,1.3,78.6,82.6,"1,530"
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 06,0 to 85+,256,88.9,2.1,85.3,92.5,288
2009-2011,ACT,Women who had a caesarean section by Robson's classification,Group 07,0 to 85+,169,86.7,2.8,81.9,91.4,195
